Catalogador,id,Categoría,name,type,desc,atk,def,level,race,attribute,archetype,set_tag,setcode,ban_tcg,ban_ocg,ban_goat,image_url,image_url_small,booster_oficial,LON,LOD,PGD,MFC,DCR
Nico,69456283,C,Koitsu,Union Effect Monster,"Once per turn, during your Main Phase, if you control this card on the field, you can equip it to your ""Aitsu"" as an Equip Card, OR unequip the Union equipment and Special Summon this card in face-up Attack Position. While equipped to a monster by this card's effect, increase the ATK of the equipped monster by 3000 points. When it attacks with an ATK that is higher than the DEF of a Defense Position monster, inflict the difference as Battle Damage to your opponent's Life Points. (1 monster can only be equipped with 1 Union Monster at a time. If the equipped monster is destroyed as a result of battle, destroy this card instead.)",200,100,10,Fairy,WATER,,"MFC-080,DR1-EN135,","Magician's Force,Dark Revelation Volume 1,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/69456283.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/69456283.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,82642348,SR,Kryuel,Effect Monster,"When this card is sent to the Graveyard as a result of battle, toss a coin and call it. If you call it right, destroy 1 monster on your opponent's side of the field.",1000,1700,4,Fiend,DARK,,"DB2-EN209,PGD-006,","Dark Beginning 2,Pharaonic Guardian,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/82642348.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/82642348.jpg,PGD,FALSE,FALSE,TRUE,FALSE,FALSE
Eze,88240808,SR,Kycoo the Ghost Destroyer,Effect Monster,When this card inflicts battle damage to your opponent: You can target up to 2 monsters in their Graveyard; banish those targets. Your opponent cannot banish cards from either player's Graveyard.,1800,700,4,Spellcaster,DARK,,"TU03-EN016,TP5-EN006,DB2-EN002,SDDE-EN007,RP02-EN040,LCYW-EN242,BP02-EN011,BP02-EN011,LON-062,HL04-EN005,LON-E062,LON-EN062,","Turbo Pack: Booster Three,Tournament Pack 5,Dark Beginning 2,The Dark Emperor Structure Deck,Retro Pack 2,Legendary Collection 3: Yugi's World Mega Pack,Battle Pack 2: War of the Giants,Battle Pack 2: War of the Giants,Labyrinth of Nightmare,Hobby League 4 participation card E,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/88240808.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/88240808.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Eze,90147755,R,Lady Assailant of Flames,Flip Effect Monster,FLIP: Remove 3 cards from the top of your Deck from play to inflict 800 points of damage to your opponent's Life Points.,1500,1000,4,Pyro,FIRE,,"LON-035,LON-E035,LON-EN035,","Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/90147755.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/90147755.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Eze,38480590,R,Lady Panther,Effect Monster,Tribute this face-up card to return 1 of your monsters destroyed as a result of battle during this turn to the top of your Deck.,1400,1300,4,Beast-Warrior,EARTH,,"LON-030,LON-E030,LON-EN030,","Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/38480590.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/38480590.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Eze,28566710,SR,Last Turn,Trap Card,"This card can only be activated during your opponent's turn when your Life Points are 1000 or less. Select 1 monster on your side of the field and send all other cards on the field and in their respective owner's hands to their respective Graveyards. After that, your opponent selects and Special Summons 1 monster from their Deck in face-up Attack Position and attacks your selected monster. (Any Battle Damage from this battle is treated as 0.) The player whose monster remains alone on the field at the End Phase of this turn wins the Duel. Any other case results in a DRAW.",,,,Normal,,,"DB2-EN206,TP6-EN015,LOD-099,LOD-EN099,","Dark Beginning 2,Tournament Pack 6,Legacy of Darkness,Legacy of Darkness,",Banned,Banned,Semi-Limited,https://storage.googleapis.com/ygoprodeck.com/pics/28566710.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/28566710.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Nico,102380,C,Lava Golem,Effect Monster,Cannot be Normal Summoned/Set. Must first be Special Summoned (from your hand) to your opponent's side of the field by Tributing 2 monsters they control. You cannot Normal Summon/Set the turn you Special Summon this card. During each of your Standby Phases: Take 1000 damage.,3000,2500,8,Fiend,FIRE,,"DPBC-EN034,LCJW-EN117,IOC-SE4,DR1-EN051,PGD-107,SDMA-EN014,RP02-EN082,DT03-EN006,","Duelist Pack: Battle City,Legendary Collection 4: Joey's World Mega Pack,Invasion of Chaos: Special Edition,Dark Revelation Volume 1,Pharaonic Guardian,Structure Deck: Marik (TCG),Retro Pack 2,Duel Terminal 3,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/102380.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/102380.jpg,PGD,FALSE,FALSE,TRUE,FALSE,FALSE
Eze,60258960,SR,Legendary Flame Lord,Ritual Effect Monster,"This card can only be Ritual Summoned with the Ritual Spell Card, ""Incandescent Ordeal"". You must also Tribute monsters whose total Levels equal 7 or more from the field or your hand. Each time you or your opponent activates 1 Spell Card, put 1 Spell Counter on this card. Remove 3 Spell Counters from this card to destroy all monsters on the field except this card.",2400,2000,7,Spellcaster,FIRE,,"DCR-081,DR1-EN243,DCR-EN081,","Dark Crisis,Dark Revelation Volume 1,Dark Crisis,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/60258960.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/60258960.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Eze,16475472,SR,Lesser Fiend,Effect Monster,"(This card is always treated as an ""Archfiend"" card.)\nBanish any monster destroyed by battle with this card.",2100,1000,5,Fiend,DARK,Archfiend,"LCJW-EN238,DB2-EN126,LOD-003,LOD-EN003,LART-EN008,","Legendary Collection 4: Joey's World Mega Pack,Dark Beginning 2,Legacy of Darkness,Legacy of Darkness,The Lost Art Promotion H,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/16475472.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/16475472.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Eze,14318794,C,Life Absorbing Machine,Trap Card,"During your Standby Phase, gain Life Points equal to half of the total Life Points you paid during your last turn.",,,,Continuous,,,"CP07-EN013,LOD-012,LOD-EN012,","Champion Pack: Game Seven,Legacy of Darkness,Legacy of Darkness,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/14318794.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/14318794.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Eze,55226821,R,Lightning Blade,Spell Card,Equip only to a Warrior-Type monster. It gains 800 ATK. All WATER monsters lose 500 ATK.,,,,Equip,,,"LON-022,DB1-EN225,YSDJ-EN023,RP02-EN032,SD5-EN022,LON-EN022,LON-E022,","Labyrinth of Nightmare,Dark Beginning 1,Starter Deck: Jaden Yuki,Retro Pack 2,Structure Deck: Warrior's Triumph,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/55226821.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/55226821.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Eze,27671321,C,Lightning Conger,Normal Monster,This massive eel generates huge charges of electricity and unleashes them as thunderbolts.,350,750,3,Thunder,WATER,,"LON-060,LON-EN060,LON-E060,","Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/27671321.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/27671321.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Eze,90790253,R,Little-Winguard,Effect Monster,"Once per turn, during your End Phase: You can change the battle position of this card.",1400,1800,4,Warrior,WIND,,"SS02-ENB08,DR1-EN175,BP02-EN020,LCJW-EN036,BP02-EN020,YSDJ-EN012,DCR-013,DCR-EN013,","Speed Duel Starter Decks: Duelists of Tomorrow,Dark Revelation Volume 1,Battle Pack 2: War of the Giants,Legendary Collection 4: Joey's World Mega Pack,Battle Pack 2: War of the Giants,Starter Deck: Jaden Yuki,Dark Crisis,Dark Crisis,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/90790253.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/90790253.jpg,DCR,FALSE,FALSE,FALSE,FALSE,TRUE
Eze,20831168,C,Lizard Soldier,Normal Monster,"A beast soldier derived from dragons, it is small for a Dragon-Type. Moving very quickly, this monster is an excellent strategist.",1100,800,3,Dragon,WIND,,"LOD-038,LOD-EN038,","Legacy of Darkness,Legacy of Darkness,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/20831168.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/20831168.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Nico,11091375,SR,Luster Dragon,Normal Monster,"A very beautiful dragon covered with sapphire. It does not like fights, but has incredibly high attack power.",1900,1600,4,Dragon,WIND,,"DR1-EN113,YSD-EN005,BP01-EN111,BP01-EN111,SD1-EN003,SDBE-EN004,SDKS-EN019,BP02-EN001,YS14-EN002,BP02-EN001,YSKR-EN007,MFC-058,TP5-EN004,","Dark Revelation Volume 1,Starter Deck 2006,Battle Pack: Epic Dawn,Battle Pack: Epic Dawn,Structure Deck: Dragon's Roar,Saga of Blue-Eyes White Dragon Structure Deck,Structure Deck: Seto Kaiba,Battle Pack 2: War of the Giants,Super Starter: Space-Time Showdown,Battle Pack 2: War of the Giants,Starter Deck: Kaiba Reloaded,Magician's Force,Tournament Pack 5,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/11091375.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/11091375.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,11091375,SR,Luster Dragon,Normal Monster,"A very beautiful dragon covered with sapphire. It does not like fights, but has incredibly high attack power.",1900,1600,4,Dragon,WIND,,"DR1-EN113,YSD-EN005,BP01-EN111,BP01-EN111,SD1-EN003,SDBE-EN004,SDKS-EN019,BP02-EN001,YS14-EN002,BP02-EN001,YSKR-EN007,MFC-058,TP5-EN004,","Dark Revelation Volume 1,Starter Deck 2006,Battle Pack: Epic Dawn,Battle Pack: Epic Dawn,Structure Deck: Dragon's Roar,Saga of Blue-Eyes White Dragon Structure Deck,Structure Deck: Seto Kaiba,Battle Pack 2: War of the Giants,Super Starter: Space-Time Showdown,Battle Pack 2: War of the Giants,Starter Deck: Kaiba Reloaded,Magician's Force,Tournament Pack 5,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/11091375.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/11091375.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Eze,17658803,SR,Luster Dragon 2,Normal Monster,"This dragon feeds on emerald. Enchanted by this monster even when attacked, few people live to tell of its beauty.",2400,1400,6,Dragon,WIND,,"SS02-ENA04,DB2-EN165,SKE-014,YSD-EN003,YS11-EN002,LOD-050,LOD-EN050,","Speed Duel Starter Decks: Duelists of Tomorrow,Dark Beginning 2,Starter Deck: Kaiba Evolution,Starter Deck 2006,Starter Deck: Dawn of the Xyz,Legacy of Darkness,Legacy of Darkness,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/17658803.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/17658803.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Eze,83746708,UR,Mage Power,Spell Card,The equipped monster gains 500 ATK and DEF for each Spell/Trap Card you control.,,,,Equip,,,"RP02-EN039,SDDL-EN024,SDSC-EN027,OP01-EN022,YSYR-EN029,CP06-EN011,SD6-EN022,LON-050,DB1-EN245,LON-E050,LON-EN050,","Retro Pack 2,Dragunity Legion Structure Deck,Spellcaster's Command Structure Deck,OTS Tournament Pack 1,Starter Deck: Yugi Reloaded,Champion Pack: Game Six,Structure Deck: Spellcaster's Judgment,Labyrinth of Nightmare,Dark Beginning 1,Labyrinth of Nightmare,Labyrinth of Nightmare,",,,Limited,https://storage.googleapis.com/ygoprodeck.com/pics/83746708.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/83746708.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Eze,62279055,SR,Magic Cylinder,Trap Card,"When an opponent's monster declares an attack: Target the attacking monster; negate the attack, and if you do, inflict damage to your opponent equal to its ATK.",,,,Normal,,,"YS14-ENA14,YSDS-EN038,SDMY-EN038,YS15-ENF22,YS15-ENL23,INCH-EN060,YS12-EN034,LDK2-ENY37,RP02-EN050,SDSC-EN038,YGLD-ENB35,BP01-EN091,YSYR-EN043,SD6-EN036,YS13-ENV15,YSD-EN040,YSDJ-EN040,DL12-EN019,BP01-EN091,LCYW-EN099,IOC-SE2,LON-104,LON-E104,LON-EN104,YS15-END17,","Space-Time Showdown Power-Up Pack,Starter Deck: Syrus Truesdale,Structure Deck: Yugi Muto,Saber Force Starter Deck,Dark Legion Starter Deck,The Infinity Chasers,Starter Deck: Xyz Symphony,Legendary Decks II,Retro Pack 2,Spellcaster's Command Structure Deck,Yugi's Legendary Decks,Battle Pack: Epic Dawn,Starter Deck: Yugi Reloaded,Structure Deck: Spellcaster's Judgment,Super Starter Power-Up Pack,Starter Deck 2006,Starter Deck: Jaden Yuki,Duelist League 3 participation cards,Battle Pack: Epic Dawn,Legendary Collection 3: Yugi's World Mega Pack,Invasion of Chaos: Special Edition,Labyrinth of Nightmare,Labyrinth of Nightmare,Labyrinth of Nightmare,2-Player Starter Deck: Yuya & Declan,",,,Limited,https://storage.googleapis.com/ygoprodeck.com/pics/62279055.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/62279055.jpg,LON,TRUE,FALSE,FALSE,FALSE,FALSE
Eze,61844784,C,Magic Reflector,Spell Card,"Target 1 face-up Spell Card you control; place 1 counter on it. If it would ever be destroyed, remove the counter instead.",,,,Normal,,,"DPKB-EN031,DB2-EN196,LOD-EN087,LOD-087,","Duelist Pack: Kaiba,Dark Beginning 2,Legacy of Darkness,Legacy of Darkness,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/61844784.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/61844784.jpg,LOD,FALSE,TRUE,FALSE,FALSE,FALSE
Eze,8034697,SR,Magical Marionette,Effect Monster,"Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell Card resolves. This card gains 200 ATK for each Spell Counter on it. You can remove 2 Spell Counters from this card, then target 1 monster on the field; destroy that target.",2000,1000,5,Spellcaster,DARK,,"DR1-EN124,SDSC-EN010,MFC-069,","Dark Revelation Volume 1,Spellcaster's Command Structure Deck,Magician's Force,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/8034697.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/8034697.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,8034697,SR,Magical Marionette,Effect Monster,"Each time a Spell Card is activated, place 1 Spell Counter on this card when that Spell Card resolves. This card gains 200 ATK for each Spell Counter on it. You can remove 2 Spell Counters from this card, then target 1 monster on the field; destroy that target.",2000,1000,5,Spellcaster,DARK,,"DR1-EN124,SDSC-EN010,MFC-069,","Dark Revelation Volume 1,Spellcaster's Command Structure Deck,Magician's Force,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/8034697.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/8034697.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,32362575,C,Magical Merchant,Flip Effect Monster,"FLIP: Excavate cards from the top of your Deck until you excavate a Spell/Trap Card. Add that card to your hand, also send the remaining cards to the Graveyard.",200,700,1,Insect,LIGHT,,"SDPL-EN018,SP14-EN040,DR1-EN134,AP04-EN016,MFC-079,SP14-EN040,CP05-EN003,","Structure Deck: Powercode Link,Star Pack 2014,Dark Revelation Volume 1,Astral Pack Four,Magician's Force,Star Pack 2014,Champion Pack: Game Five,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/32362575.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/32362575.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,32362575,C,Magical Merchant,Flip Effect Monster,"FLIP: Excavate cards from the top of your Deck until you excavate a Spell/Trap Card. Add that card to your hand, also send the remaining cards to the Graveyard.",200,700,1,Insect,LIGHT,,"SDPL-EN018,SP14-EN040,DR1-EN134,AP04-EN016,MFC-079,SP14-EN040,CP05-EN003,","Structure Deck: Powercode Link,Star Pack 2014,Dark Revelation Volume 1,Astral Pack Four,Magician's Force,Star Pack 2014,Champion Pack: Game Five,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/32362575.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/32362575.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Eze,7802006,C,Magical Plant Mandragola,Flip Effect Monster,FLIP: Place 1 Spell Counter on each face-up card on the field that you can place a Spell Counter on.,500,200,2,Spellcaster,DARK,,"MFC-072,SDSC-EN012,DR1-EN127,","Magician's Force,Spellcaster's Command Structure Deck,Dark Revelation Volume 1,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/7802006.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/7802006.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,7802006,C,Magical Plant Mandragola,Flip Effect Monster,FLIP: Place 1 Spell Counter on each face-up card on the field that you can place a Spell Counter on.,500,200,2,Spellcaster,DARK,,"MFC-072,SDSC-EN012,DR1-EN127,","Magician's Force,Spellcaster's Command Structure Deck,Dark Revelation Volume 1,",,,,https://storage.googleapis.com/ygoprodeck.com/pics/7802006.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/7802006.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,34206604,C,Magical Scientist,Effect Monster,"Pay 1000 Life Points to Special Summon 1 level 6 or lower Fusion Monster from your Extra Deck in face-up Attack or Defense Position. That Fusion Monster cannot attack your opponent's Life Points directly, and is returned to your Extra Deck at the end of the turn.",300,300,1,Spellcaster,DARK,,"MFC-073,DR1-EN128,","Magician's Force,Dark Revelation Volume 1,",Banned,Banned,Banned,https://storage.googleapis.com/ygoprodeck.com/pics/34206604.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/34206604.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
Nico,34206604,C,Magical Scientist,Effect Monster,"Pay 1000 Life Points to Special Summon 1 level 6 or lower Fusion Monster from your Extra Deck in face-up Attack or Defense Position. That Fusion Monster cannot attack your opponent's Life Points directly, and is returned to your Extra Deck at the end of the turn.",300,300,1,Spellcaster,DARK,,"MFC-073,DR1-EN128,","Magician's Force,Dark Revelation Volume 1,",Banned,Banned,Banned,https://storage.googleapis.com/ygoprodeck.com/pics/34206604.jpg,https://storage.googleapis.com/ygoprodeck.com/pics_small/34206604.jpg,MFC,FALSE,FALSE,FALSE,TRUE,FALSE
